,Mult,OBS_STATUS,OBS_VALUE,Series,TIME_PERIOD,Type,Unit
35626,1000000,A,931.00,DTCOLRHN_XDF_BA_N.M,1990-08-31,REV,Currency
35627,1000000,A,-397.00,DTCOLRHN_XDF_BA_N.M,1990-09-30,REV,Currency
35628,1000000,A,-612.00,DTCOLRHN_XDF_BA_N.M,1990-10-31,REV,Currency
35629,1000000,A,1040.00,DTCOLRHN_XDF_BA_N.M,1990-11-30,REV,Currency
35630,1000000,A,4714.00,DTCOLRHN_XDF_BA_N.M,1990-12-31,REV,Currency
35631,1000000,A,-2753.00,DTCOLRHN_XDF_BA_N.M,1991-01-31,REV,Currency
35632,1000000,A,-2424.00,DTCOLRHN_XDF_BA_N.M,1991-02-28,REV,Currency
35633,1000000,A,-984.00,DTCOLRHN_XDF_BA_N.M,1991-03-31,REV,Currency
35634,1000000,A,-416.00,DTCOLRHN_XDF_BA_N.M,1991-04-30,REV,Currency
35635,1000000,A,-1104.00,DTCOLRHN_XDF_BA_N.M,1991-05-31,REV,Currency
35636,1000000,A,-399.00,DTCOLRHN_XDF_BA_N.M,1991-06-30,REV,Currency
35637,1000000,A,-151.00,DTCOLRHN_XDF_BA_N.M,1991-07-31,REV,Currency
35638,1000000,A,941.00,DTCOLRHN_XDF_BA_N.M,1991-08-31,REV,Currency
35639,1000000,A,-882.00,DTCOLRHN_XDF_BA_N.M,1991-09-30,REV,Currency
35640,1000000,A,-65.00,DTCOLRHN_XDF_BA_N.M,1991-10-31,REV,Currency
35641,1000000,A,1328.00,DTCOLRHN_XDF_BA_N.M,1991-11-30,REV,Currency
35642,1000000,A,3652.00,DTCOLRHN_XDF_BA_N.M,1991-12-31,REV,Currency
35643,1000000,A,-2728.00,DTCOLRHN_XDF_BA_N.M,1992-01-31,REV,Currency
35644,1000000,A,-1816.00,DTCOLRHN_XDF_BA_N.M,1992-02-29,REV,Currency
35645,1000000,A,-672.00,DTCOLRHN_XDF_BA_N.M,1992-03-31,REV,Currency
35646,1000000,A,428.00,DTCOLRHN_XDF_BA_N.M,1992-04-30,REV,Currency
35647,1000000,A,447.00,DTCOLRHN_XDF_BA_N.M,1992-05-31,REV,Currency
35648,1000000,A,164.00,DTCOLRHN_XDF_BA_N.M,1992-06-30,REV,Currency
35649,1000000,A,80.00,DTCOLRHN_XDF_BA_N.M,1992-07-31,REV,Currency
35650,1000000,A,878.00,DTCOLRHN_XDF_BA_N.M,1992-08-31,REV,Currency
35651,1000000,A,163.00,DTCOLRHN_XDF_BA_N.M,1992-09-30,REV,Currency
35652,1000000,A,1341.00,DTCOLRHN_XDF_BA_N.M,1992-10-31,REV,Currency
35653,1000000,A,273.00,DTCOLRHN_XDF_BA_N.M,1992-11-30,REV,Currency
35654,1000000,A,4250.00,DTCOLRHN_XDF_BA_N.M,1992-12-31,REV,Currency
35655,1000000,A,-2505.00,DTCOLRHN_XDF_BA_N.M,1993-01-31,REV,Currency
35656,1000000,A,-1915.00,DTCOLRHN_XDF_BA_N.M,1993-02-28,REV,Currency
35657,1000000,A,-602.00,DTCOLRHN_XDF_BA_N.M,1993-03-31,REV,Currency
35658,1000000,A,375.00,DTCOLRHN_XDF_BA_N.M,1993-04-30,REV,Currency
35659,1000000,A,481.00,DTCOLRHN_XDF_BA_N.M,1993-05-31,REV,Currency
35660,1000000,A,238.00,DTCOLRHN_XDF_BA_N.M,1993-06-30,REV,Currency
35661,1000000,A,442.00,DTCOLRHN_XDF_BA_N.M,1993-07-31,REV,Currency
35662,1000000,A,830.00,DTCOLRHN_XDF_BA_N.M,1993-08-31,REV,Currency
35663,1000000,A,498.00,DTCOLRHN_XDF_BA_N.M,1993-09-30,REV,Currency
35664,1000000,A,764.00,DTCOLRHN_XDF_BA_N.M,1993-10-31,REV,Currency
35665,1000000,A,1793.00,DTCOLRHN_XDF_BA_N.M,1993-11-30,REV,Currency
35666,1000000,A,5260.00,DTCOLRHN_XDF_BA_N.M,1993-12-31,REV,Currency
35667,1000000,A,-2246.00,DTCOLRHN_XDF_BA_N.M,1994-01-31,REV,Currency
35668,1000000,A,-1627.00,DTCOLRHN_XDF_BA_N.M,1994-02-28,REV,Currency
35669,1000000,A,-116.00,DTCOLRHN_XDF_BA_N.M,1994-03-31,REV,Currency
35670,1000000,A,456.00,DTCOLRHN_XDF_BA_N.M,1994-04-30,REV,Currency
35671,1000000,A,641.00,DTCOLRHN_XDF_BA_N.M,1994-05-31,REV,Currency
35672,1000000,A,118.00,DTCOLRHN_XDF_BA_N.M,1994-06-30,REV,Currency
35673,1000000,A,519.00,DTCOLRHN_XDF_BA_N.M,1994-07-31,REV,Currency
35674,1000000,A,737.00,DTCOLRHN_XDF_BA_N.M,1994-08-31,REV,Currency
35675,1000000,A,-408.00,DTCOLRHN_XDF_BA_N.M,1994-09-30,REV,Currency
35676,1000000,A,109.00,DTCOLRHN_XDF_BA_N.M,1994-10-31,REV,Currency
35677,1000000,A,2269.00,DTCOLRHN_XDF_BA_N.M,1994-11-30,REV,Currency
35678,1000000,A,6213.00,DTCOLRHN_XDF_BA_N.M,1994-12-31,REV,Currency
35679,1000000,A,-2950.00,DTCOLRHN_XDF_BA_N.M,1995-01-31,REV,Currency
35680,1000000,A,-1833.00,DTCOLRHN_XDF_BA_N.M,1995-02-28,REV,Currency
35681,1000000,A,-403.00,DTCOLRHN_XDF_BA_N.M,1995-03-31,REV,Currency
35682,1000000,A,-666.00,DTCOLRHN_XDF_BA_N.M,1995-04-30,REV,Currency
35683,1000000,A,735.00,DTCOLRHN_XDF_BA_N.M,1995-05-31,REV,Currency
35684,1000000,A,429.00,DTCOLRHN_XDF_BA_N.M,1995-06-30,REV,Currency
35685,1000000,A,-429.00,DTCOLRHN_XDF_BA_N.M,1995-07-31,REV,Currency
35686,1000000,A,-1843.00,DTCOLRHN_XDF_BA_N.M,1995-08-31,REV,Currency
35687,1000000,A,-258.00,DTCOLRHN_XDF_BA_N.M,1995-09-30,REV,Currency
35688,1000000,A,426.00,DTCOLRHN_XDF_BA_N.M,1995-10-31,REV,Currency
35689,1000000,A,-1462.00,DTCOLRHN_XDF_BA_N.M,1995-11-30,REV,Currency
35690,1000000,A,4989.00,DTCOLRHN_XDF_BA_N.M,1995-12-31,REV,Currency
35691,1000000,A,-3005.00,DTCOLRHN_XDF_BA_N.M,1996-01-31,REV,Currency
35692,1000000,A,-1907.00,DTCOLRHN_XDF_BA_N.M,1996-02-29,REV,Currency
35693,1000000,A,-1197.00,DTCOLRHN_XDF_BA_N.M,1996-03-31,REV,Currency
35694,1000000,A,-2890.00,DTCOLRHN_XDF_BA_N.M,1996-04-30,REV,Currency
35695,1000000,A,133.00,DTCOLRHN_XDF_BA_N.M,1996-05-31,REV,Currency
35696,1000000,A,-2085.00,DTCOLRHN_XDF_BA_N.M,1996-06-30,REV,Currency
35697,1000000,A,-2109.00,DTCOLRHN_XDF_BA_N.M,1996-07-31,REV,Currency
35698,1000000,A,793.00,DTCOLRHN_XDF_BA_N.M,1996-08-31,REV,Currency
35699,1000000,A,-2442.00,DTCOLRHN_XDF_BA_N.M,1996-09-30,REV,Currency
35700,1000000,A,-711.00,DTCOLRHN_XDF_BA_N.M,1996-10-31,REV,Currency
35701,1000000,A,1170.00,DTCOLRHN_XDF_BA_N.M,1996-11-30,REV,Currency
35702,1000000,A,5626.00,DTCOLRHN_XDF_BA_N.M,1996-12-31,REV,Currency
35703,1000000,A,-3001.00,DTCOLRHN_XDF_BA_N.M,1997-01-31,REV,Currency
35704,1000000,A,-2087.00,DTCOLRHN_XDF_BA_N.M,1997-02-28,REV,Currency
35705,1000000,A,-380.00,DTCOLRHN_XDF_BA_N.M,1997-03-31,REV,Currency
35706,1000000,A,-480.00,DTCOLRHN_XDF_BA_N.M,1997-04-30,REV,Currency
35707,1000000,A,-1875.00,DTCOLRHN_XDF_BA_N.M,1997-05-31,REV,Currency
35708,1000000,A,205.00,DTCOLRHN_XDF_BA_N.M,1997-06-30,REV,Currency
35709,1000000,A,-492.00,DTCOLRHN_XDF_BA_N.M,1997-07-31,REV,Currency
35710,1000000,A,787.00,DTCOLRHN_XDF_BA_N.M,1997-08-31,REV,Currency
35711,1000000,A,107.00,DTCOLRHN_XDF_BA_N.M,1997-09-30,REV,Currency
35712,1000000,A,-206.00,DTCOLRHN_XDF_BA_N.M,1997-10-31,REV,Currency
35713,1000000,A,1386.00,DTCOLRHN_XDF_BA_N.M,1997-11-30,REV,Currency
35714,1000000,A,11583.25,DTCOLRHN_XDF_BA_N.M,1997-12-31,REV,Currency
35715,1000000,A,-1136.10,DTCOLRHN_XDF_BA_N.M,1998-01-31,REV,Currency
35716,1000000,A,-1346.76,DTCOLRHN_XDF_BA_N.M,1998-02-28,REV,Currency
35717,1000000,A,-1170.27,DTCOLRHN_XDF_BA_N.M,1998-03-31,REV,Currency
35718,1000000,A,-284.21,DTCOLRHN_XDF_BA_N.M,1998-04-30,REV,Currency
35719,1000000,A,-900.05,DTCOLRHN_XDF_BA_N.M,1998-05-31,REV,Currency
35720,1000000,A,-281.81,DTCOLRHN_XDF_BA_N.M,1998-06-30,REV,Currency
35721,1000000,A,-698.54,DTCOLRHN_XDF_BA_N.M,1998-07-31,REV,Currency
35722,1000000,A,-132.53,DTCOLRHN_XDF_BA_N.M,1998-08-31,REV,Currency
35723,1000000,A,-603.72,DTCOLRHN_XDF_BA_N.M,1998-09-30,REV,Currency
35724,1000000,A,-957.51,DTCOLRHN_XDF_BA_N.M,1998-10-31,REV,Currency
35725,1000000,A,-225.37,DTCOLRHN_XDF_BA_N.M,1998-11-30,REV,Currency
35726,1000000,A,926.24,DTCOLRHN_XDF_BA_N.M,1998-12-31,REV,Currency
35727,1000000,A,261.92,DTCOLRHN_XDF_BA_N.M,1999-01-31,REV,Currency
35728,1000000,A,-1140.12,DTCOLRHN_XDF_BA_N.M,1999-02-28,REV,Currency
35729,1000000,A,-868.66,DTCOLRHN_XDF_BA_N.M,1999-03-31,REV,Currency
35730,1000000,A,-27.78,DTCOLRHN_XDF_BA_N.M,1999-04-30,REV,Currency
35731,1000000,A,-209.64,DTCOLRHN_XDF_BA_N.M,1999-05-31,REV,Currency
35732,1000000,A,-211.09,DTCOLRHN_XDF_BA_N.M,1999-06-30,REV,Currency
35733,1000000,A,-398.57,DTCOLRHN_XDF_BA_N.M,1999-07-31,REV,Currency
35734,1000000,A,-35.12,DTCOLRHN_XDF_BA_N.M,1999-08-31,REV,Currency
35735,1000000,A,-442.65,DTCOLRHN_XDF_BA_N.M,1999-09-30,REV,Currency
35736,1000000,A,-279.08,DTCOLRHN_XDF_BA_N.M,1999-10-31,REV,Currency
35737,1000000,A,-204.03,DTCOLRHN_XDF_BA_N.M,1999-11-30,REV,Currency
35738,1000000,A,-1491.42,DTCOLRHN_XDF_BA_N.M,1999-12-31,REV,Currency
35739,1000000,A,-1757.34,DTCOLRHN_XDF_BA_N.M,2000-01-31,REV,Currency
35740,1000000,A,-294.17,DTCOLRHN_XDF_BA_N.M,2000-02-29,REV,Currency
35741,1000000,A,-188.13,DTCOLRHN_XDF_BA_N.M,2000-03-31,REV,Currency
35742,1000000,A,709.06,DTCOLRHN_XDF_BA_N.M,2000-04-30,REV,Currency
35743,1000000,A,413.76,DTCOLRHN_XDF_BA_N.M,2000-05-31,REV,Currency
35744,1000000,A,416.90,DTCOLRHN_XDF_BA_N.M,2000-06-30,REV,Currency
35745,1000000,A,273.25,DTCOLRHN_XDF_BA_N.M,2000-07-31,REV,Currency
35746,1000000,A,687.64,DTCOLRHN_XDF_BA_N.M,2000-08-31,REV,Currency
35747,1000000,A,171.49,DTCOLRHN_XDF_BA_N.M,2000-09-30,REV,Currency
35748,1000000,A,-527.48,DTCOLRHN_XDF_BA_N.M,2000-10-31,REV,Currency
35749,1000000,A,772.46,DTCOLRHN_XDF_BA_N.M,2000-11-30,REV,Currency
35750,1000000,A,1989.48,DTCOLRHN_XDF_BA_N.M,2000-12-31,REV,Currency
35751,1000000,A,-888.15,DTCOLRHN_XDF_BA_N.M,2001-01-31,REV,Currency
35752,1000000,A,-1332.71,DTCOLRHN_XDF_BA_N.M,2001-02-28,REV,Currency
35753,1000000,A,-1140.39,DTCOLRHN_XDF_BA_N.M,2001-03-31,REV,Currency
35754,1000000,A,-248.86,DTCOLRHN_XDF_BA_N.M,2001-04-30,REV,Currency
35755,1000000,A,-574.85,DTCOLRHN_XDF_BA_N.M,2001-05-31,REV,Currency
35756,1000000,A,-508.96,DTCOLRHN_XDF_BA_N.M,2001-06-30,REV,Currency
35757,1000000,A,-684.91,DTCOLRHN_XDF_BA_N.M,2001-07-31,REV,Currency
35758,1000000,A,-296.83,DTCOLRHN_XDF_BA_N.M,2001-08-31,REV,Currency
35759,1000000,A,-752.44,DTCOLRHN_XDF_BA_N.M,2001-09-30,REV,Currency
35760,1000000,A,-593.96,DTCOLRHN_XDF_BA_N.M,2001-10-31,REV,Currency
35761,1000000,A,-234.37,DTCOLRHN_XDF_BA_N.M,2001-11-30,REV,Currency
35762,1000000,A,886.24,DTCOLRHN_XDF_BA_N.M,2001-12-31,REV,Currency
35763,1000000,A,-1485.53,DTCOLRHN_XDF_BA_N.M,2002-01-31,REV,Currency
35764,1000000,A,-425.44,DTCOLRHN_XDF_BA_N.M,2002-02-28,REV,Currency
35765,1000000,A,-365.83,DTCOLRHN_XDF_BA_N.M,2002-03-31,REV,Currency
35766,1000000,A,579.82,DTCOLRHN_XDF_BA_N.M,2002-04-30,REV,Currency
35767,1000000,A,223.48,DTCOLRHN_XDF_BA_N.M,2002-05-31,REV,Currency
35768,1000000,A,301.38,DTCOLRHN_XDF_BA_N.M,2002-06-30,REV,Currency
35769,1000000,A,153.29,DTCOLRHN_XDF_BA_N.M,2002-07-31,REV,Currency
35770,1000000,A,543.22,DTCOLRHN_XDF_BA_N.M,2002-08-31,REV,Currency
35771,1000000,A,106.96,DTCOLRHN_XDF_BA_N.M,2002-09-30,REV,Currency
35772,1000000,A,192.14,DTCOLRHN_XDF_BA_N.M,2002-10-31,REV,Currency
35773,1000000,A,637.83,DTCOLRHN_XDF_BA_N.M,2002-11-30,REV,Currency
35774,1000000,A,1775.28,DTCOLRHN_XDF_BA_N.M,2002-12-31,REV,Currency
35775,1000000,A,-1066.02,DTCOLRHN_XDF_BA_N.M,2003-01-31,REV,Currency
35776,1000000,A,-1285.57,DTCOLRHN_XDF_BA_N.M,2003-02-28,REV,Currency
35777,1000000,A,-1145.92,DTCOLRHN_XDF_BA_N.M,2003-03-31,REV,Currency
35778,1000000,A,-212.22,DTCOLRHN_XDF_BA_N.M,2003-04-30,REV,Currency
35779,1000000,A,584.35,DTCOLRHN_XDF_BA_N.M,2003-05-31,REV,Currency
35780,1000000,A,-517.49,DTCOLRHN_XDF_BA_N.M,2003-06-30,REV,Currency
35781,1000000,A,1421.59,DTCOLRHN_XDF_BA_N.M,2003-07-31,REV,Currency
35782,1000000,A,-237.78,DTCOLRHN_XDF_BA_N.M,2003-08-31,REV,Currency
35783,1000000,A,-503.05,DTCOLRHN_XDF_BA_N.M,2003-09-30,REV,Currency
35784,1000000,A,-351.18,DTCOLRHN_XDF_BA_N.M,2003-10-31,REV,Currency
35785,1000000,A,-18828.43,DTCOLRHN_XDF_BA_N.M,2003-11-30,REV,Currency
35786,1000000,A,11.71,DTCOLRHN_XDF_BA_N.M,2003-12-31,REV,Currency
35787,1000000,A,209.28,DTCOLRHN_XDF_BA_N.M,2004-01-31,REV,Currency
35788,1000000,A,-357.15,DTCOLRHN_XDF_BA_N.M,2004-02-29,REV,Currency
35789,1000000,A,-312.57,DTCOLRHN_XDF_BA_N.M,2004-03-31,REV,Currency
35790,1000000,A,86.67,DTCOLRHN_XDF_BA_N.M,2004-04-30,REV,Currency
35791,1000000,A,6.47,DTCOLRHN_XDF_BA_N.M,2004-05-31,REV,Currency
35792,1000000,A,-27.63,DTCOLRHN_XDF_BA_N.M,2004-06-30,REV,Currency
35793,1000000,A,-577.36,DTCOLRHN_XDF_BA_N.M,2004-07-31,REV,Currency
35794,1000000,A,-90.10,DTCOLRHN_XDF_BA_N.M,2004-08-31,REV,Currency
35795,1000000,A,-1509.60,DTCOLRHN_XDF_BA_N.M,2004-09-30,REV,Currency
35796,1000000,A,-21.98,DTCOLRHN_XDF_BA_N.M,2004-10-31,REV,Currency
35797,1000000,A,147.70,DTCOLRHN_XDF_BA_N.M,2004-11-30,REV,Currency
35798,1000000,A,464.66,DTCOLRHN_XDF_BA_N.M,2004-12-31,REV,Currency
35799,1000000,A,-514.62,DTCOLRHN_XDF_BA_N.M,2005-01-31,REV,Currency
35800,1000000,A,-116.73,DTCOLRHN_XDF_BA_N.M,2005-02-28,REV,Currency
35801,1000000,A,-98.81,DTCOLRHN_XDF_BA_N.M,2005-03-31,REV,Currency
35802,1000000,A,232.74,DTCOLRHN_XDF_BA_N.M,2005-04-30,REV,Currency
35803,1000000,A,181.56,DTCOLRHN_XDF_BA_N.M,2005-05-31,REV,Currency
35804,1000000,A,156.44,DTCOLRHN_XDF_BA_N.M,2005-06-30,REV,Currency
35805,1000000,A,-674.16,DTCOLRHN_XDF_BA_N.M,2005-07-31,REV,Currency
35806,1000000,A,2164.60,DTCOLRHN_XDF_BA_N.M,2005-08-31,REV,Currency
35807,1000000,A,176.15,DTCOLRHN_XDF_BA_N.M,2005-09-30,REV,Currency
35808,1000000,A,-3140.21,DTCOLRHN_XDF_BA_N.M,2005-10-31,REV,Currency
35809,1000000,A,358.98,DTCOLRHN_XDF_BA_N.M,2005-11-30,REV,Currency
35810,1000000,A,632.81,DTCOLRHN_XDF_BA_N.M,2005-12-31,REV,Currency
35811,1000000,A,-152.90,DTCOLRHN_XDF_BA_N.M,2006-01-31,REV,Currency
35812,1000000,A,-688.19,DTCOLRHN_XDF_BA_N.M,2006-02-28,REV,Currency
35813,1000000,A,-615.81,DTCOLRHN_XDF_BA_N.M,2006-03-31,REV,Currency
35814,1000000,A,-1383.60,DTCOLRHN_XDF_BA_N.M,2006-04-30,REV,Currency
35815,1000000,A,-995.87,DTCOLRHN_XDF_BA_N.M,2006-05-31,REV,Currency
35816,1000000,A,-188.46,DTCOLRHN_XDF_BA_N.M,2006-06-30,REV,Currency
35817,1000000,A,-1153.97,DTCOLRHN_XDF_BA_N.M,2006-07-31,REV,Currency
35818,1000000,A,-6.00,DTCOLRHN_XDF_BA_N.M,2006-08-31,REV,Currency
35819,1000000,A,-502.31,DTCOLRHN_XDF_BA_N.M,2006-09-30,REV,Currency
35820,1000000,A,-285.86,DTCOLRHN_XDF_BA_N.M,2006-10-31,REV,Currency
35821,1000000,A,205.45,DTCOLRHN_XDF_BA_N.M,2006-11-30,REV,Currency
35822,1000000,A,551.18,DTCOLRHN_XDF_BA_N.M,2006-12-31,REV,Currency
35823,1000000,A,-835.54,DTCOLRHN_XDF_BA_N.M,2007-01-31,REV,Currency
35824,1000000,A,185.18,DTCOLRHN_XDF_BA_N.M,2007-02-28,REV,Currency
35825,1000000,A,153.76,DTCOLRHN_XDF_BA_N.M,2007-03-31,REV,Currency
35826,1000000,A,705.42,DTCOLRHN_XDF_BA_N.M,2007-04-30,REV,Currency
35827,1000000,A,478.94,DTCOLRHN_XDF_BA_N.M,2007-05-31,REV,Currency
35828,1000000,A,335.35,DTCOLRHN_XDF_BA_N.M,2007-06-30,REV,Currency
35829,1000000,A,438.37,DTCOLRHN_XDF_BA_N.M,2007-07-31,REV,Currency
35830,1000000,A,564.65,DTCOLRHN_XDF_BA_N.M,2007-08-31,REV,Currency
35831,1000000,A,-137.00,DTCOLRHN_XDF_BA_N.M,2007-09-30,REV,Currency
35832,1000000,A,95.18,DTCOLRHN_XDF_BA_N.M,2007-10-31,REV,Currency
35833,1000000,A,588.77,DTCOLRHN_XDF_BA_N.M,2007-11-30,REV,Currency
35834,1000000,A,-1135.07,DTCOLRHN_XDF_BA_N.M,2007-12-31,REV,Currency
35835,1000000,A,-2167.45,DTCOLRHN_XDF_BA_N.M,2008-01-31,REV,Currency
35836,1000000,A,-519.49,DTCOLRHN_XDF_BA_N.M,2008-02-29,REV,Currency
35837,1000000,A,-298.86,DTCOLRHN_XDF_BA_N.M,2008-03-31,REV,Currency
35838,1000000,A,317.59,DTCOLRHN_XDF_BA_N.M,2008-04-30,REV,Currency
35839,1000000,A,664.70,DTCOLRHN_XDF_BA_N.M,2008-05-31,REV,Currency
35840,1000000,A,10.61,DTCOLRHN_XDF_BA_N.M,2008-06-30,REV,Currency
35841,1000000,A,9.22,DTCOLRHN_XDF_BA_N.M,2008-07-31,REV,Currency
35842,1000000,A,56.68,DTCOLRHN_XDF_BA_N.M,2008-08-31,REV,Currency
35843,1000000,A,-368.26,DTCOLRHN_XDF_BA_N.M,2008-09-30,REV,Currency
35844,1000000,A,-75.06,DTCOLRHN_XDF_BA_N.M,2008-10-31,REV,Currency
35845,1000000,A,307.62,DTCOLRHN_XDF_BA_N.M,2008-11-30,REV,Currency
35846,1000000,A,950.68,DTCOLRHN_XDF_BA_N.M,2008-12-31,REV,Currency
35847,1000000,A,-2012.68,DTCOLRHN_XDF_BA_N.M,2009-01-31,REV,Currency
35848,1000000,A,-512.60,DTCOLRHN_XDF_BA_N.M,2009-02-28,REV,Currency
35849,1000000,A,-240.70,DTCOLRHN_XDF_BA_N.M,2009-03-31,REV,Currency
35850,1000000,A,348.62,DTCOLRHN_XDF_BA_N.M,2009-04-30,REV,Currency
35851,1000000,A,-95.90,DTCOLRHN_XDF_BA_N.M,2009-05-31,REV,Currency
35852,1000000,A,-82.00,DTCOLRHN_XDF_BA_N.M,2009-06-30,REV,Currency
35853,1000000,A,-76.51,DTCOLRHN_XDF_BA_N.M,2009-07-31,REV,Currency
35854,1000000,A,72.54,DTCOLRHN_XDF_BA_N.M,2009-08-31,REV,Currency
35855,1000000,A,-385.61,DTCOLRHN_XDF_BA_N.M,2009-09-30,REV,Currency
35856,1000000,A,56.61,DTCOLRHN_XDF_BA_N.M,2009-10-31,REV,Currency
35857,1000000,A,240.28,DTCOLRHN_XDF_BA_N.M,2009-11-30,REV,Currency
35858,1000000,A,743.94,DTCOLRHN_XDF_BA_N.M,2009-12-31,REV,Currency
35859,1000000,A,-1237.44,DTCOLRHN_XDF_BA_N.M,2010-01-31,REV,Currency
35860,1000000,A,-976.52,DTCOLRHN_XDF_BA_N.M,2010-02-28,REV,Currency
35861,1000000,A,-463.53,DTCOLRHN_XDF_BA_N.M,2010-03-31,REV,Currency
35862,1000000,A,-340.19,DTCOLRHN_XDF_BA_N.M,2010-04-30,REV,Currency
35863,1000000,A,-312.30,DTCOLRHN_XDF_BA_N.M,2010-05-31,REV,Currency
35864,1000000,A,-333.85,DTCOLRHN_XDF_BA_N.M,2010-06-30,REV,Currency
35865,1000000,A,-314.19,DTCOLRHN_XDF_BA_N.M,2010-07-31,REV,Currency
35866,1000000,A,-248.74,DTCOLRHN_XDF_BA_N.M,2010-08-31,REV,Currency
35867,1000000,A,-481.98,DTCOLRHN_XDF_BA_N.M,2010-09-30,REV,Currency
35868,1000000,A,-428.56,DTCOLRHN_XDF_BA_N.M,2010-10-31,REV,Currency
35869,1000000,A,-165.28,DTCOLRHN_XDF_BA_N.M,2010-11-30,REV,Currency
35870,1000000,A,233.58,DTCOLRHN_XDF_BA_N.M,2010-12-31,REV,Currency
35871,1000000,A,-434.48,DTCOLRHN_XDF_BA_N.M,2011-01-31,REV,Currency
35872,1000000,A,-341.77,DTCOLRHN_XDF_BA_N.M,2011-02-28,REV,Currency
35873,1000000,A,-108.25,DTCOLRHN_XDF_BA_N.M,2011-03-31,REV,Currency
35874,1000000,A,160.18,DTCOLRHN_XDF_BA_N.M,2011-04-30,REV,Currency
35875,1000000,A,223.61,DTCOLRHN_XDF_BA_N.M,2011-05-31,REV,Currency
35876,1000000,A,157.18,DTCOLRHN_XDF_BA_N.M,2011-06-30,REV,Currency
35877,1000000,A,179.55,DTCOLRHN_XDF_BA_N.M,2011-07-31,REV,Currency
35878,1000000,A,267.25,DTCOLRHN_XDF_BA_N.M,2011-08-31,REV,Currency
35879,1000000,A,13.63,DTCOLRHN_XDF_BA_N.M,2011-09-30,REV,Currency
35880,1000000,A,95.47,DTCOLRHN_XDF_BA_N.M,2011-10-31,REV,Currency
35881,1000000,A,355.25,DTCOLRHN_XDF_BA_N.M,2011-11-30,REV,Currency
35882,1000000,A,792.37,DTCOLRHN_XDF_BA_N.M,2011-12-31,REV,Currency
35883,1000000,A,-536.49,DTCOLRHN_XDF_BA_N.M,2012-01-31,REV,Currency
35884,1000000,A,-437.40,DTCOLRHN_XDF_BA_N.M,2012-02-29,REV,Currency
35885,1000000,A,-130.59,DTCOLRHN_XDF_BA_N.M,2012-03-31,REV,Currency
35886,1000000,A,118.55,DTCOLRHN_XDF_BA_N.M,2012-04-30,REV,Currency
35887,1000000,A,221.07,DTCOLRHN_XDF_BA_N.M,2012-05-31,REV,Currency
35888,1000000,A,101.70,DTCOLRHN_XDF_BA_N.M,2012-06-30,REV,Currency
35889,1000000,A,122.10,DTCOLRHN_XDF_BA_N.M,2012-07-31,REV,Currency
35890,1000000,A,229.62,DTCOLRHN_XDF_BA_N.M,2012-08-31,REV,Currency
35891,1000000,A,-47.19,DTCOLRHN_XDF_BA_N.M,2012-09-30,REV,Currency
35892,1000000,A,55.99,DTCOLRHN_XDF_BA_N.M,2012-10-31,REV,Currency
35893,1000000,A,318.37,DTCOLRHN_XDF_BA_N.M,2012-11-30,REV,Currency
35894,1000000,A,777.27,DTCOLRHN_XDF_BA_N.M,2012-12-31,REV,Currency
35895,1000000,A,-581.33,DTCOLRHN_XDF_BA_N.M,2013-01-31,REV,Currency
35896,1000000,A,-477.92,DTCOLRHN_XDF_BA_N.M,2013-02-28,REV,Currency
35897,1000000,A,-5223.06,DTCOLRHN_XDF_BA_N.M,2013-03-31,REV,Currency
35898,1000000,A,105.31,DTCOLRHN_XDF_BA_N.M,2013-04-30,REV,Currency
35899,1000000,A,195.95,DTCOLRHN_XDF_BA_N.M,2013-05-31,REV,Currency
35900,1000000,A,78.60,DTCOLRHN_XDF_BA_N.M,2013-06-30,REV,Currency
35901,1000000,A,88.16,DTCOLRHN_XDF_BA_N.M,2013-07-31,REV,Currency
35902,1000000,A,187.78,DTCOLRHN_XDF_BA_N.M,2013-08-31,REV,Currency
35903,1000000,A,-53.39,DTCOLRHN_XDF_BA_N.M,2013-09-30,REV,Currency
35904,1000000,A,48.71,DTCOLRHN_XDF_BA_N.M,2013-10-31,REV,Currency
35905,1000000,A,262.70,DTCOLRHN_XDF_BA_N.M,2013-11-30,REV,Currency
35906,1000000,A,649.49,DTCOLRHN_XDF_BA_N.M,2013-12-31,REV,Currency
35907,1000000,A,-364.83,DTCOLRHN_XDF_BA_N.M,2014-01-31,REV,Currency
35908,1000000,A,-283.55,DTCOLRHN_XDF_BA_N.M,2014-02-28,REV,Currency
35909,1000000,A,47.64,DTCOLRHN_XDF_BA_N.M,2014-03-31,REV,Currency
35910,1000000,A,252.20,DTCOLRHN_XDF_BA_N.M,2014-04-30,REV,Currency
35911,1000000,A,338.15,DTCOLRHN_XDF_BA_N.M,2014-05-31,REV,Currency
35912,1000000,A,217.41,DTCOLRHN_XDF_BA_N.M,2014-06-30,REV,Currency
35913,1000000,A,215.92,DTCOLRHN_XDF_BA_N.M,2014-07-31,REV,Currency
35914,1000000,A,322.68,DTCOLRHN_XDF_BA_N.M,2014-08-31,REV,Currency
35915,1000000,A,72.95,DTCOLRHN_XDF_BA_N.M,2014-09-30,REV,Currency
35916,1000000,A,181.19,DTCOLRHN_XDF_BA_N.M,2014-10-31,REV,Currency
35917,1000000,A,-902.37,DTCOLRHN_XDF_BA_N.M,2014-11-30,REV,Currency
