,Mult,OBS_STATUS,OBS_VALUE,Series,TIME_PERIOD,Type,Unit
35332,1000000,A,-655.00,DTCOLRHC_XDF_BA_N.M,2014-01-31,REV,Currency
35333,1000000,A,-736.00,DTCOLRHC_XDF_BA_N.M,2014-02-28,REV,Currency
35334,1000000,A,65.00,DTCOLRHC_XDF_BA_N.M,2014-03-31,REV,Currency
35335,1000000,A,176.00,DTCOLRHC_XDF_BA_N.M,2014-04-30,REV,Currency
35336,1000000,A,614.00,DTCOLRHC_XDF_BA_N.M,2014-05-31,REV,Currency
35337,1000000,A,472.00,DTCOLRHC_XDF_BA_N.M,2014-06-30,REV,Currency
35338,1000000,A,357.00,DTCOLRHC_XDF_BA_N.M,2014-07-31,REV,Currency
35339,1000000,A,809.00,DTCOLRHC_XDF_BA_N.M,2014-08-31,REV,Currency
35340,1000000,A,32.00,DTCOLRHC_XDF_BA_N.M,2014-09-30,REV,Currency
35341,1000000,A,-16.00,DTCOLRHC_XDF_BA_N.M,2014-10-31,REV,Currency
35342,1000000,A,442.00,DTCOLRHC_XDF_BA_N.M,2014-11-30,REV,Currency
35343,1000000,A,1854.00,DTCOLRHC_XDF_BA_N.M,2014-12-31,REV,Currency
35344,1000000,A,-576.00,DTCOLRHC_XDF_BA_N.M,2015-01-31,REV,Currency
35345,1000000,A,-888.00,DTCOLRHC_XDF_BA_N.M,2015-02-28,REV,Currency
35346,1000000,A,-138.00,DTCOLRHC_XDF_BA_N.M,2015-03-31,REV,Currency
35347,1000000,A,106.00,DTCOLRHC_XDF_BA_N.M,2015-04-30,REV,Currency
35348,1000000,A,633.00,DTCOLRHC_XDF_BA_N.M,2015-05-31,REV,Currency
35349,1000000,A,187.00,DTCOLRHC_XDF_BA_N.M,2015-06-30,REV,Currency
35350,1000000,A,248.00,DTCOLRHC_XDF_BA_N.M,2015-07-31,REV,Currency
35351,1000000,A,1150.00,DTCOLRHC_XDF_BA_N.M,2015-08-31,REV,Currency
35352,1000000,A,23.00,DTCOLRHC_XDF_BA_N.M,2015-09-30,REV,Currency
35353,1000000,A,61.00,DTCOLRHC_XDF_BA_N.M,2015-10-31,REV,Currency
35354,1000000,A,714.00,DTCOLRHC_XDF_BA_N.M,2015-11-30,REV,Currency
35355,1000000,A,1127.00,DTCOLRHC_XDF_BA_N.M,2015-12-31,REV,Currency
35356,1000000,A,-443.00,DTCOLRHC_XDF_BA_N.M,2016-01-31,REV,Currency
35357,1000000,A,-727.00,DTCOLRHC_XDF_BA_N.M,2016-02-29,REV,Currency
35358,1000000,A,390.00,DTCOLRHC_XDF_BA_N.M,2016-03-31,REV,Currency
35359,1000000,A,-138.00,DTCOLRHC_XDF_BA_N.M,2016-04-30,REV,Currency
35360,1000000,A,-16.00,DTCOLRHC_XDF_BA_N.M,2016-05-31,REV,Currency
35361,1000000,A,1207.00,DTCOLRHC_XDF_BA_N.M,2016-06-30,REV,Currency
35362,1000000,A,571.00,DTCOLRHC_XDF_BA_N.M,2016-07-31,REV,Currency
35363,1000000,A,560.00,DTCOLRHC_XDF_BA_N.M,2016-08-31,REV,Currency
35364,1000000,A,209.00,DTCOLRHC_XDF_BA_N.M,2016-09-30,REV,Currency
35365,1000000,A,76.00,DTCOLRHC_XDF_BA_N.M,2016-10-31,REV,Currency
35366,1000000,A,825.00,DTCOLRHC_XDF_BA_N.M,2016-11-30,REV,Currency
35367,1000000,A,1124.00,DTCOLRHC_XDF_BA_N.M,2016-12-31,REV,Currency
35368,1000000,A,-553.00,DTCOLRHC_XDF_BA_N.M,2017-01-31,REV,Currency
35369,1000000,A,-250.00,DTCOLRHC_XDF_BA_N.M,2017-02-28,REV,Currency
35370,1000000,A,151.00,DTCOLRHC_XDF_BA_N.M,2017-03-31,REV,Currency
35371,1000000,A,-17.00,DTCOLRHC_XDF_BA_N.M,2017-04-30,REV,Currency
35372,1000000,A,741.00,DTCOLRHC_XDF_BA_N.M,2017-05-31,REV,Currency
35373,1000000,A,194.00,DTCOLRHC_XDF_BA_N.M,2017-06-30,REV,Currency
35374,1000000,A,732.00,DTCOLRHC_XDF_BA_N.M,2017-07-31,REV,Currency
35375,1000000,A,988.00,DTCOLRHC_XDF_BA_N.M,2017-08-31,REV,Currency
35376,1000000,A,210.00,DTCOLRHC_XDF_BA_N.M,2017-09-30,REV,Currency
35377,1000000,A,328.00,DTCOLRHC_XDF_BA_N.M,2017-10-31,REV,Currency
35378,1000000,A,1112.00,DTCOLRHC_XDF_BA_N.M,2017-11-30,REV,Currency
35379,1000000,,,DTCOLRHN_XDF_BA_N.M,,REV,Currency
35380,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-02-28,REV,Currency
35381,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-03-31,REV,Currency
35382,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-04-30,REV,Currency
35383,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-05-31,REV,Currency
35384,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-06-30,REV,Currency
35385,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-07-31,REV,Currency
35386,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-08-31,REV,Currency
35387,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-09-30,REV,Currency
35388,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-10-31,REV,Currency
35389,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-11-30,REV,Currency
35390,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1970-12-31,REV,Currency
35391,1000000,A,2400.00,DTCOLRHN_XDF_BA_N.M,1971-01-31,REV,Currency
35392,1000000,A,-28.00,DTCOLRHN_XDF_BA_N.M,1971-02-28,REV,Currency
35393,1000000,A,-47.00,DTCOLRHN_XDF_BA_N.M,1971-03-31,REV,Currency
35394,1000000,A,10.00,DTCOLRHN_XDF_BA_N.M,1971-04-30,REV,Currency
35395,1000000,A,63.00,DTCOLRHN_XDF_BA_N.M,1971-05-31,REV,Currency
35396,1000000,A,-10.00,DTCOLRHN_XDF_BA_N.M,1971-06-30,REV,Currency
35397,1000000,A,64.00,DTCOLRHN_XDF_BA_N.M,1971-07-31,REV,Currency
35398,1000000,A,74.00,DTCOLRHN_XDF_BA_N.M,1971-08-31,REV,Currency
35399,1000000,A,109.00,DTCOLRHN_XDF_BA_N.M,1971-09-30,REV,Currency
35400,1000000,A,-45.00,DTCOLRHN_XDF_BA_N.M,1971-10-31,REV,Currency
35401,1000000,A,-54.00,DTCOLRHN_XDF_BA_N.M,1971-11-30,REV,Currency
35402,1000000,A,40.00,DTCOLRHN_XDF_BA_N.M,1971-12-31,REV,Currency
35403,1000000,A,-26.00,DTCOLRHN_XDF_BA_N.M,1972-01-31,REV,Currency
35404,1000000,A,-107.00,DTCOLRHN_XDF_BA_N.M,1972-02-29,REV,Currency
35405,1000000,A,-21.00,DTCOLRHN_XDF_BA_N.M,1972-03-31,REV,Currency
35406,1000000,A,36.00,DTCOLRHN_XDF_BA_N.M,1972-04-30,REV,Currency
35407,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1972-05-31,REV,Currency
35408,1000000,A,68.00,DTCOLRHN_XDF_BA_N.M,1972-06-30,REV,Currency
35409,1000000,A,86.00,DTCOLRHN_XDF_BA_N.M,1972-07-31,REV,Currency
35410,1000000,A,78.00,DTCOLRHN_XDF_BA_N.M,1972-08-31,REV,Currency
35411,1000000,A,46.00,DTCOLRHN_XDF_BA_N.M,1972-09-30,REV,Currency
35412,1000000,A,-134.00,DTCOLRHN_XDF_BA_N.M,1972-10-31,REV,Currency
35413,1000000,A,-89.00,DTCOLRHN_XDF_BA_N.M,1972-11-30,REV,Currency
35414,1000000,A,3.00,DTCOLRHN_XDF_BA_N.M,1972-12-31,REV,Currency
35415,1000000,A,-6.00,DTCOLRHN_XDF_BA_N.M,1973-01-31,REV,Currency
35416,1000000,A,-67.00,DTCOLRHN_XDF_BA_N.M,1973-02-28,REV,Currency
35417,1000000,A,-44.00,DTCOLRHN_XDF_BA_N.M,1973-03-31,REV,Currency
35418,1000000,A,50.00,DTCOLRHN_XDF_BA_N.M,1973-04-30,REV,Currency
35419,1000000,A,44.00,DTCOLRHN_XDF_BA_N.M,1973-05-31,REV,Currency
35420,1000000,A,105.00,DTCOLRHN_XDF_BA_N.M,1973-06-30,REV,Currency
35421,1000000,A,62.00,DTCOLRHN_XDF_BA_N.M,1973-07-31,REV,Currency
35422,1000000,A,109.00,DTCOLRHN_XDF_BA_N.M,1973-08-31,REV,Currency
35423,1000000,A,-36.00,DTCOLRHN_XDF_BA_N.M,1973-09-30,REV,Currency
35424,1000000,A,-95.00,DTCOLRHN_XDF_BA_N.M,1973-10-31,REV,Currency
35425,1000000,A,-25.00,DTCOLRHN_XDF_BA_N.M,1973-11-30,REV,Currency
35426,1000000,A,3.00,DTCOLRHN_XDF_BA_N.M,1973-12-31,REV,Currency
35427,1000000,A,-101.00,DTCOLRHN_XDF_BA_N.M,1974-01-31,REV,Currency
35428,1000000,A,-139.00,DTCOLRHN_XDF_BA_N.M,1974-02-28,REV,Currency
35429,1000000,A,-78.00,DTCOLRHN_XDF_BA_N.M,1974-03-31,REV,Currency
35430,1000000,A,61.00,DTCOLRHN_XDF_BA_N.M,1974-04-30,REV,Currency
35431,1000000,A,184.00,DTCOLRHN_XDF_BA_N.M,1974-05-31,REV,Currency
35432,1000000,A,135.00,DTCOLRHN_XDF_BA_N.M,1974-06-30,REV,Currency
35433,1000000,A,152.00,DTCOLRHN_XDF_BA_N.M,1974-07-31,REV,Currency
35434,1000000,A,110.00,DTCOLRHN_XDF_BA_N.M,1974-08-31,REV,Currency
35435,1000000,A,-32.00,DTCOLRHN_XDF_BA_N.M,1974-09-30,REV,Currency
35436,1000000,A,-183.00,DTCOLRHN_XDF_BA_N.M,1974-10-31,REV,Currency
35437,1000000,A,-27.00,DTCOLRHN_XDF_BA_N.M,1974-11-30,REV,Currency
35438,1000000,A,-95.00,DTCOLRHN_XDF_BA_N.M,1974-12-31,REV,Currency
35439,1000000,A,37.00,DTCOLRHN_XDF_BA_N.M,1975-01-31,REV,Currency
35440,1000000,A,-121.00,DTCOLRHN_XDF_BA_N.M,1975-02-28,REV,Currency
35441,1000000,A,-56.00,DTCOLRHN_XDF_BA_N.M,1975-03-31,REV,Currency
35442,1000000,A,52.00,DTCOLRHN_XDF_BA_N.M,1975-04-30,REV,Currency
35443,1000000,A,45.00,DTCOLRHN_XDF_BA_N.M,1975-05-31,REV,Currency
35444,1000000,A,33.00,DTCOLRHN_XDF_BA_N.M,1975-06-30,REV,Currency
35445,1000000,A,149.00,DTCOLRHN_XDF_BA_N.M,1975-07-31,REV,Currency
35446,1000000,A,96.00,DTCOLRHN_XDF_BA_N.M,1975-08-31,REV,Currency
35447,1000000,A,17.00,DTCOLRHN_XDF_BA_N.M,1975-09-30,REV,Currency
35448,1000000,A,-92.00,DTCOLRHN_XDF_BA_N.M,1975-10-31,REV,Currency
35449,1000000,A,-74.00,DTCOLRHN_XDF_BA_N.M,1975-11-30,REV,Currency
35450,1000000,A,16.00,DTCOLRHN_XDF_BA_N.M,1975-12-31,REV,Currency
35451,1000000,A,24.00,DTCOLRHN_XDF_BA_N.M,1976-01-31,REV,Currency
35452,1000000,A,-107.00,DTCOLRHN_XDF_BA_N.M,1976-02-29,REV,Currency
35453,1000000,A,-94.00,DTCOLRHN_XDF_BA_N.M,1976-03-31,REV,Currency
35454,1000000,A,52.00,DTCOLRHN_XDF_BA_N.M,1976-04-30,REV,Currency
35455,1000000,A,39.00,DTCOLRHN_XDF_BA_N.M,1976-05-31,REV,Currency
35456,1000000,A,73.00,DTCOLRHN_XDF_BA_N.M,1976-06-30,REV,Currency
35457,1000000,A,156.00,DTCOLRHN_XDF_BA_N.M,1976-07-31,REV,Currency
35458,1000000,A,54.00,DTCOLRHN_XDF_BA_N.M,1976-08-31,REV,Currency
35459,1000000,A,17.00,DTCOLRHN_XDF_BA_N.M,1976-09-30,REV,Currency
35460,1000000,A,-103.00,DTCOLRHN_XDF_BA_N.M,1976-10-31,REV,Currency
35461,1000000,A,-37.00,DTCOLRHN_XDF_BA_N.M,1976-11-30,REV,Currency
35462,1000000,A,50.00,DTCOLRHN_XDF_BA_N.M,1976-12-31,REV,Currency
35463,1000000,A,15052.00,DTCOLRHN_XDF_BA_N.M,1977-01-31,REV,Currency
35464,1000000,A,-484.00,DTCOLRHN_XDF_BA_N.M,1977-02-28,REV,Currency
35465,1000000,A,-53.00,DTCOLRHN_XDF_BA_N.M,1977-03-31,REV,Currency
35466,1000000,A,235.00,DTCOLRHN_XDF_BA_N.M,1977-04-30,REV,Currency
35467,1000000,A,336.00,DTCOLRHN_XDF_BA_N.M,1977-05-31,REV,Currency
35468,1000000,A,89.00,DTCOLRHN_XDF_BA_N.M,1977-06-30,REV,Currency
35469,1000000,A,67.00,DTCOLRHN_XDF_BA_N.M,1977-07-31,REV,Currency
35470,1000000,A,72.00,DTCOLRHN_XDF_BA_N.M,1977-08-31,REV,Currency
35471,1000000,A,83.00,DTCOLRHN_XDF_BA_N.M,1977-09-30,REV,Currency
35472,1000000,A,183.00,DTCOLRHN_XDF_BA_N.M,1977-10-31,REV,Currency
35473,1000000,A,599.00,DTCOLRHN_XDF_BA_N.M,1977-11-30,REV,Currency
35474,1000000,A,1890.00,DTCOLRHN_XDF_BA_N.M,1977-12-31,REV,Currency
35475,1000000,A,-749.00,DTCOLRHN_XDF_BA_N.M,1978-01-31,REV,Currency
35476,1000000,A,-610.00,DTCOLRHN_XDF_BA_N.M,1978-02-28,REV,Currency
35477,1000000,A,-214.00,DTCOLRHN_XDF_BA_N.M,1978-03-31,REV,Currency
35478,1000000,A,41.00,DTCOLRHN_XDF_BA_N.M,1978-04-30,REV,Currency
35479,1000000,A,217.00,DTCOLRHN_XDF_BA_N.M,1978-05-31,REV,Currency
35480,1000000,A,286.00,DTCOLRHN_XDF_BA_N.M,1978-06-30,REV,Currency
35481,1000000,A,109.00,DTCOLRHN_XDF_BA_N.M,1978-07-31,REV,Currency
35482,1000000,A,307.00,DTCOLRHN_XDF_BA_N.M,1978-08-31,REV,Currency
35483,1000000,A,365.00,DTCOLRHN_XDF_BA_N.M,1978-09-30,REV,Currency
35484,1000000,A,213.00,DTCOLRHN_XDF_BA_N.M,1978-10-31,REV,Currency
35485,1000000,A,648.00,DTCOLRHN_XDF_BA_N.M,1978-11-30,REV,Currency
35486,1000000,A,2455.00,DTCOLRHN_XDF_BA_N.M,1978-12-31,REV,Currency
35487,1000000,A,-914.00,DTCOLRHN_XDF_BA_N.M,1979-01-31,REV,Currency
35488,1000000,A,-634.00,DTCOLRHN_XDF_BA_N.M,1979-02-28,REV,Currency
35489,1000000,A,-316.00,DTCOLRHN_XDF_BA_N.M,1979-03-31,REV,Currency
35490,1000000,A,148.00,DTCOLRHN_XDF_BA_N.M,1979-04-30,REV,Currency
35491,1000000,A,324.00,DTCOLRHN_XDF_BA_N.M,1979-05-31,REV,Currency
35492,1000000,A,152.00,DTCOLRHN_XDF_BA_N.M,1979-06-30,REV,Currency
35493,1000000,A,100.00,DTCOLRHN_XDF_BA_N.M,1979-07-31,REV,Currency
35494,1000000,A,595.00,DTCOLRHN_XDF_BA_N.M,1979-08-31,REV,Currency
35495,1000000,A,332.00,DTCOLRHN_XDF_BA_N.M,1979-09-30,REV,Currency
35496,1000000,A,254.00,DTCOLRHN_XDF_BA_N.M,1979-10-31,REV,Currency
35497,1000000,A,829.00,DTCOLRHN_XDF_BA_N.M,1979-11-30,REV,Currency
35498,1000000,A,2237.00,DTCOLRHN_XDF_BA_N.M,1979-12-31,REV,Currency
35499,1000000,A,-712.00,DTCOLRHN_XDF_BA_N.M,1980-01-31,REV,Currency
35500,1000000,A,-851.00,DTCOLRHN_XDF_BA_N.M,1980-02-29,REV,Currency
35501,1000000,A,-543.00,DTCOLRHN_XDF_BA_N.M,1980-03-31,REV,Currency
35502,1000000,A,-465.00,DTCOLRHN_XDF_BA_N.M,1980-04-30,REV,Currency
35503,1000000,A,-85.00,DTCOLRHN_XDF_BA_N.M,1980-05-31,REV,Currency
35504,1000000,A,151.00,DTCOLRHN_XDF_BA_N.M,1980-06-30,REV,Currency
35505,1000000,A,175.00,DTCOLRHN_XDF_BA_N.M,1980-07-31,REV,Currency
35506,1000000,A,480.00,DTCOLRHN_XDF_BA_N.M,1980-08-31,REV,Currency
35507,1000000,A,130.00,DTCOLRHN_XDF_BA_N.M,1980-09-30,REV,Currency
35508,1000000,A,-50.00,DTCOLRHN_XDF_BA_N.M,1980-10-31,REV,Currency
35509,1000000,A,643.00,DTCOLRHN_XDF_BA_N.M,1980-11-30,REV,Currency
35510,1000000,A,2793.00,DTCOLRHN_XDF_BA_N.M,1980-12-31,REV,Currency
35511,1000000,A,-750.00,DTCOLRHN_XDF_BA_N.M,1981-01-31,REV,Currency
35512,1000000,A,-812.00,DTCOLRHN_XDF_BA_N.M,1981-02-28,REV,Currency
35513,1000000,A,-179.00,DTCOLRHN_XDF_BA_N.M,1981-03-31,REV,Currency
35514,1000000,A,396.00,DTCOLRHN_XDF_BA_N.M,1981-04-30,REV,Currency
35515,1000000,A,253.00,DTCOLRHN_XDF_BA_N.M,1981-05-31,REV,Currency
35516,1000000,A,466.00,DTCOLRHN_XDF_BA_N.M,1981-06-30,REV,Currency
35517,1000000,A,339.00,DTCOLRHN_XDF_BA_N.M,1981-07-31,REV,Currency
35518,1000000,A,168.00,DTCOLRHN_XDF_BA_N.M,1981-08-31,REV,Currency
35519,1000000,A,270.00,DTCOLRHN_XDF_BA_N.M,1981-09-30,REV,Currency
35520,1000000,A,196.00,DTCOLRHN_XDF_BA_N.M,1981-10-31,REV,Currency
35521,1000000,A,500.00,DTCOLRHN_XDF_BA_N.M,1981-11-30,REV,Currency
35522,1000000,A,2032.00,DTCOLRHN_XDF_BA_N.M,1981-12-31,REV,Currency
35523,1000000,A,-1079.00,DTCOLRHN_XDF_BA_N.M,1982-01-31,REV,Currency
35524,1000000,A,-1130.00,DTCOLRHN_XDF_BA_N.M,1982-02-28,REV,Currency
35525,1000000,A,-563.00,DTCOLRHN_XDF_BA_N.M,1982-03-31,REV,Currency
35526,1000000,A,112.00,DTCOLRHN_XDF_BA_N.M,1982-04-30,REV,Currency
35527,1000000,A,97.00,DTCOLRHN_XDF_BA_N.M,1982-05-31,REV,Currency
35528,1000000,A,368.00,DTCOLRHN_XDF_BA_N.M,1982-06-30,REV,Currency
35529,1000000,A,357.00,DTCOLRHN_XDF_BA_N.M,1982-07-31,REV,Currency
35530,1000000,A,240.00,DTCOLRHN_XDF_BA_N.M,1982-08-31,REV,Currency
35531,1000000,A,109.00,DTCOLRHN_XDF_BA_N.M,1982-09-30,REV,Currency
35532,1000000,A,-41.00,DTCOLRHN_XDF_BA_N.M,1982-10-31,REV,Currency
35533,1000000,A,476.00,DTCOLRHN_XDF_BA_N.M,1982-11-30,REV,Currency
35534,1000000,A,2392.00,DTCOLRHN_XDF_BA_N.M,1982-12-31,REV,Currency
35535,1000000,A,-1214.00,DTCOLRHN_XDF_BA_N.M,1983-01-31,REV,Currency
35536,1000000,A,-1404.00,DTCOLRHN_XDF_BA_N.M,1983-02-28,REV,Currency
35537,1000000,A,-171.00,DTCOLRHN_XDF_BA_N.M,1983-03-31,REV,Currency
35538,1000000,A,507.00,DTCOLRHN_XDF_BA_N.M,1983-04-30,REV,Currency
35539,1000000,A,286.00,DTCOLRHN_XDF_BA_N.M,1983-05-31,REV,Currency
35540,1000000,A,650.00,DTCOLRHN_XDF_BA_N.M,1983-06-30,REV,Currency
35541,1000000,A,404.00,DTCOLRHN_XDF_BA_N.M,1983-07-31,REV,Currency
35542,1000000,A,486.00,DTCOLRHN_XDF_BA_N.M,1983-08-31,REV,Currency
35543,1000000,A,310.00,DTCOLRHN_XDF_BA_N.M,1983-09-30,REV,Currency
35544,1000000,A,495.00,DTCOLRHN_XDF_BA_N.M,1983-10-31,REV,Currency
35545,1000000,A,1109.00,DTCOLRHN_XDF_BA_N.M,1983-11-30,REV,Currency
35546,1000000,A,3573.00,DTCOLRHN_XDF_BA_N.M,1983-12-31,REV,Currency
35547,1000000,A,-1373.00,DTCOLRHN_XDF_BA_N.M,1984-01-31,REV,Currency
35548,1000000,A,-1441.00,DTCOLRHN_XDF_BA_N.M,1984-02-29,REV,Currency
35549,1000000,A,-469.00,DTCOLRHN_XDF_BA_N.M,1984-03-31,REV,Currency
35550,1000000,A,64.00,DTCOLRHN_XDF_BA_N.M,1984-04-30,REV,Currency
35551,1000000,A,396.00,DTCOLRHN_XDF_BA_N.M,1984-05-31,REV,Currency
35552,1000000,A,637.00,DTCOLRHN_XDF_BA_N.M,1984-06-30,REV,Currency
35553,1000000,A,-13.00,DTCOLRHN_XDF_BA_N.M,1984-07-31,REV,Currency
35554,1000000,A,239.00,DTCOLRHN_XDF_BA_N.M,1984-08-31,REV,Currency
35555,1000000,A,80.00,DTCOLRHN_XDF_BA_N.M,1984-09-30,REV,Currency
35556,1000000,A,251.00,DTCOLRHN_XDF_BA_N.M,1984-10-31,REV,Currency
35557,1000000,A,1073.00,DTCOLRHN_XDF_BA_N.M,1984-11-30,REV,Currency
35558,1000000,A,3701.00,DTCOLRHN_XDF_BA_N.M,1984-12-31,REV,Currency
35559,1000000,A,-1828.00,DTCOLRHN_XDF_BA_N.M,1985-01-31,REV,Currency
35560,1000000,A,-1782.00,DTCOLRHN_XDF_BA_N.M,1985-02-28,REV,Currency
35561,1000000,A,-569.00,DTCOLRHN_XDF_BA_N.M,1985-03-31,REV,Currency
35562,1000000,A,56.00,DTCOLRHN_XDF_BA_N.M,1985-04-30,REV,Currency
35563,1000000,A,363.00,DTCOLRHN_XDF_BA_N.M,1985-05-31,REV,Currency
35564,1000000,A,104.00,DTCOLRHN_XDF_BA_N.M,1985-06-30,REV,Currency
35565,1000000,A,-29.00,DTCOLRHN_XDF_BA_N.M,1985-07-31,REV,Currency
35566,1000000,A,459.00,DTCOLRHN_XDF_BA_N.M,1985-08-31,REV,Currency
35567,1000000,A,-308.00,DTCOLRHN_XDF_BA_N.M,1985-09-30,REV,Currency
35568,1000000,A,121.00,DTCOLRHN_XDF_BA_N.M,1985-10-31,REV,Currency
35569,1000000,A,847.00,DTCOLRHN_XDF_BA_N.M,1985-11-30,REV,Currency
35570,1000000,A,3654.00,DTCOLRHN_XDF_BA_N.M,1985-12-31,REV,Currency
35571,1000000,A,-1947.00,DTCOLRHN_XDF_BA_N.M,1986-01-31,REV,Currency
35572,1000000,A,-2032.00,DTCOLRHN_XDF_BA_N.M,1986-02-28,REV,Currency
35573,1000000,A,-575.00,DTCOLRHN_XDF_BA_N.M,1986-03-31,REV,Currency
35574,1000000,A,-364.00,DTCOLRHN_XDF_BA_N.M,1986-04-30,REV,Currency
35575,1000000,A,152.00,DTCOLRHN_XDF_BA_N.M,1986-05-31,REV,Currency
35576,1000000,A,-82.00,DTCOLRHN_XDF_BA_N.M,1986-06-30,REV,Currency
35577,1000000,A,-154.00,DTCOLRHN_XDF_BA_N.M,1986-07-31,REV,Currency
35578,1000000,A,247.00,DTCOLRHN_XDF_BA_N.M,1986-08-31,REV,Currency
35579,1000000,A,-325.00,DTCOLRHN_XDF_BA_N.M,1986-09-30,REV,Currency
35580,1000000,A,9.00,DTCOLRHN_XDF_BA_N.M,1986-10-31,REV,Currency
35581,1000000,A,591.00,DTCOLRHN_XDF_BA_N.M,1986-11-30,REV,Currency
35582,1000000,A,3794.00,DTCOLRHN_XDF_BA_N.M,1986-12-31,REV,Currency
35583,1000000,A,-1801.00,DTCOLRHN_XDF_BA_N.M,1987-01-31,REV,Currency
35584,1000000,A,-1676.00,DTCOLRHN_XDF_BA_N.M,1987-02-28,REV,Currency
35585,1000000,A,-428.00,DTCOLRHN_XDF_BA_N.M,1987-03-31,REV,Currency
35586,1000000,A,228.00,DTCOLRHN_XDF_BA_N.M,1987-04-30,REV,Currency
35587,1000000,A,483.00,DTCOLRHN_XDF_BA_N.M,1987-05-31,REV,Currency
35588,1000000,A,135.00,DTCOLRHN_XDF_BA_N.M,1987-06-30,REV,Currency
35589,1000000,A,122.00,DTCOLRHN_XDF_BA_N.M,1987-07-31,REV,Currency
35590,1000000,A,568.00,DTCOLRHN_XDF_BA_N.M,1987-08-31,REV,Currency
35591,1000000,A,17.00,DTCOLRHN_XDF_BA_N.M,1987-09-30,REV,Currency
35592,1000000,A,440.00,DTCOLRHN_XDF_BA_N.M,1987-10-31,REV,Currency
35593,1000000,A,1082.00,DTCOLRHN_XDF_BA_N.M,1987-11-30,REV,Currency
35594,1000000,A,4246.00,DTCOLRHN_XDF_BA_N.M,1987-12-31,REV,Currency
35595,1000000,A,-1905.00,DTCOLRHN_XDF_BA_N.M,1988-01-31,REV,Currency
35596,1000000,A,-1778.00,DTCOLRHN_XDF_BA_N.M,1988-02-29,REV,Currency
35597,1000000,A,-430.00,DTCOLRHN_XDF_BA_N.M,1988-03-31,REV,Currency
35598,1000000,A,27.00,DTCOLRHN_XDF_BA_N.M,1988-04-30,REV,Currency
35599,1000000,A,150.00,DTCOLRHN_XDF_BA_N.M,1988-05-31,REV,Currency
35600,1000000,A,186.00,DTCOLRHN_XDF_BA_N.M,1988-06-30,REV,Currency
35601,1000000,A,0.00,DTCOLRHN_XDF_BA_N.M,1988-07-31,REV,Currency
35602,1000000,A,395.00,DTCOLRHN_XDF_BA_N.M,1988-08-31,REV,Currency
35603,1000000,A,-371.00,DTCOLRHN_XDF_BA_N.M,1988-09-30,REV,Currency
35604,1000000,A,519.00,DTCOLRHN_XDF_BA_N.M,1988-10-31,REV,Currency
35605,1000000,A,1130.00,DTCOLRHN_XDF_BA_N.M,1988-11-30,REV,Currency
35606,1000000,A,4632.00,DTCOLRHN_XDF_BA_N.M,1988-12-31,REV,Currency
35607,1000000,A,-6800.00,DTCOLRHN_XDF_BA_N.M,1989-01-31,REV,Currency
35608,1000000,A,-1979.00,DTCOLRHN_XDF_BA_N.M,1989-02-28,REV,Currency
35609,1000000,A,-848.00,DTCOLRHN_XDF_BA_N.M,1989-03-31,REV,Currency
35610,1000000,A,95.00,DTCOLRHN_XDF_BA_N.M,1989-04-30,REV,Currency
35611,1000000,A,532.00,DTCOLRHN_XDF_BA_N.M,1989-05-31,REV,Currency
35612,1000000,A,6.00,DTCOLRHN_XDF_BA_N.M,1989-06-30,REV,Currency
35613,1000000,A,106.00,DTCOLRHN_XDF_BA_N.M,1989-07-31,REV,Currency
35614,1000000,A,619.00,DTCOLRHN_XDF_BA_N.M,1989-08-31,REV,Currency
35615,1000000,A,-555.00,DTCOLRHN_XDF_BA_N.M,1989-09-30,REV,Currency
35616,1000000,A,-268.00,DTCOLRHN_XDF_BA_N.M,1989-10-31,REV,Currency
35617,1000000,A,870.00,DTCOLRHN_XDF_BA_N.M,1989-11-30,REV,Currency
35618,1000000,A,4233.00,DTCOLRHN_XDF_BA_N.M,1989-12-31,REV,Currency
35619,1000000,A,-2230.00,DTCOLRHN_XDF_BA_N.M,1990-01-31,REV,Currency
35620,1000000,A,-1909.00,DTCOLRHN_XDF_BA_N.M,1990-02-28,REV,Currency
35621,1000000,A,-186.00,DTCOLRHN_XDF_BA_N.M,1990-03-31,REV,Currency
35622,1000000,A,-307.00,DTCOLRHN_XDF_BA_N.M,1990-04-30,REV,Currency
35623,1000000,A,252.00,DTCOLRHN_XDF_BA_N.M,1990-05-31,REV,Currency
35624,1000000,A,316.00,DTCOLRHN_XDF_BA_N.M,1990-06-30,REV,Currency
35625,1000000,A,-215.00,DTCOLRHN_XDF_BA_N.M,1990-07-31,REV,Currency
